@relation output

@attribute 'status pozyczki' {splacona_cz,odmowa,splacona,windykacja,windykacja_sp}
@attribute 'kwota kredytu' numeric
@attribute wiek numeric
@attribute plec {kobieta,mężczyzna}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'opoznienie splaty' numeric

@data
splacona_cz,670,63,kobieta,13,930,1,94,48,3
splacona_cz,400,62,kobieta,13,714,5,222,48,0
splacona_cz,400,64,kobieta,13,840,2,113,48,0
odmowa,400,57,kobieta,13,1134,0,60,48,0
splacona_cz,423.23,31,mężczyzna,11,2700,4,15,48,2
splacona_cz,200,55,kobieta,12,1350,4,22,24,3
windykacja,300,55,kobieta,12,1009.34,3,29,48,4543
odmowa,500,29,mężczyzna,12,1204,0,8,18,0
splacona,200,65,mężczyzna,13,1611,2,141,48,0
splacona_cz,500,49,kobieta,11,2500,0,233,48,0
windykacja_sp,600,29,mężczyzna,12,1300,4,27,41,315
windykacja,300,54,mężczyzna,17,798.8,4,149,48,4543
splacona_cz,1000,60,kobieta,11,2670,4,88,48,29
splacona_cz,300,70,kobieta,13,1000,1,64,48,0
windykacja_sp,300,49,mężczyzna,12,1042,1,5,11,351
splacona_cz,300,39,kobieta,12,1027,4,9,48,3
splacona,250,45,kobieta,11,3000,4,93,48,3
splacona_cz,300,35,kobieta,12,1200,4,9,14,5
splacona_cz,400,66,kobieta,13,1137.19,4,96,48,5
odmowa,300,34,kobieta,12,1100,0,3,3,0
splacona_cz,300,68,kobieta,13,1027,0,192,48,0
splacona,200,65,kobieta,13,802.83,4,201,48,1
splacona,400,77,kobieta,13,1239,4,270,48,5
splacona_cz,200,67,kobieta,13,720.19,2,93,48,1
splacona,500,61,mężczyzna,11,2250.05,2,176,48,380
splacona_cz,400,47,mężczyzna,12,600,5,9,27,1
splacona_cz,300,44,mężczyzna,11,3300,1,237,48,0
splacona,300,75,mężczyzna,13,1150,0,138,48,16
splacona_cz,265.58,62,kobieta,13,1189,4,70,48,1
splacona_cz,417.8,47,mężczyzna,12,1574.45,3,31,35,0
splacona_cz,500,53,mężczyzna,11,1320,4,342,48,1
splacona,400,47,kobieta,11,3170,4,285,48,189
splacona_cz,357.31,40,mężczyzna,11,1261.98,4,36,48,5
splacona_cz,350,61,mężczyzna,16,837,3,231,48,0
splacona_cz,900,58,kobieta,17,684,4,190,48,0
odmowa,500,47,mężczyzna,12,1000,0,1,11,0
splacona_cz,606.35,52,mężczyzna,11,3200,4,189,48,0
splacona_cz,400,62,kobieta,13,1474.55,3,65,48,1
odmowa,200,31,mężczyzna,11,1195,0,78,48,0
splacona_cz,500,73,kobieta,13,951,4,162,48,5
splacona_cz,400,40,kobieta,12,660,4,12,38,5
splacona_cz,400,54,kobieta,16,1045.6,5,12,48,1
splacona_cz,600,54,kobieta,12,1675,4,9,11,0
odmowa,300,36,mężczyzna,98,1220,0,4,48,0
splacona_cz,1000,47,kobieta,11,5800,4,54,48,1
splacona,1000,57,mężczyzna,13,3600,3,86,48,0
splacona_cz,200,63,kobieta,16,1600,0,24,48,0
splacona_cz,300,33,mężczyzna,11,1800,4,165,48,0
splacona,300,25,mężczyzna,12,1400,3,12,32,15
splacona_cz,400,57,kobieta,13,1817.24,3,18,48,0
odmowa,300,57,mężczyzna,11,1047,0,3,48,0
splacona_cz,200,53,kobieta,16,1740,1,114,48,0
splacona_cz,500,72,kobieta,13,640,1,139,48,4
splacona_cz,200,75,kobieta,13,965,4,245,48,13
splacona_cz,600,39,kobieta,11,1800,0,52,48,12
odmowa,300,66,mężczyzna,16,634.64,0,69,48,0
splacona_cz,500,60,kobieta,13,1212,4,54,48,0
odmowa,500,23,mężczyzna,12,1300,0,0,2,0
splacona_cz,367.31,61,kobieta,13,1684,4,20,48,8
splacona,407.1,64,mężczyzna,13,2010,0,138,48,0
splacona,327,52,kobieta,11,2065.98,4,179,48,19
splacona_cz,500,60,kobieta,13,1000,4,68,48,4
splacona_cz,449.33,38,kobieta,11,2927,3,201,48,2
odmowa,200,41,kobieta,12,780,0,1,3,0
splacona,200,23,mężczyzna,11,1400,0,25,48,0
splacona,496.83,31,kobieta,11,1600,4,14,48,48
splacona_cz,200,69,kobieta,16,959.6,4,115,48,0
odmowa,500,49,mężczyzna,11,1031,0,3,48,0
splacona_cz,400,61,kobieta,13,1170,3,78,48,0
splacona_cz,200,56,kobieta,11,1172.2,4,37,48,2
splacona,321.21,65,kobieta,16,892,3,201,48,0
splacona,1070,80,kobieta,13,2421.55,1,245,48,0
splacona_cz,250,54,kobieta,17,864.6,0,2,7,2
splacona_cz,300,62,kobieta,13,1130,4,103,48,3
splacona,200,46,kobieta,12,990.34,3,56,48,3
windykacja,1075.62,42,mężczyzna,11,2875.71,4,278,48,4538
splacona_cz,286.94,52,kobieta,12,1050,3,34,36,2
splacona_cz,300,61,kobieta,13,997,4,79,48,0
splacona,200,66,kobieta,13,1428.55,4,137,48,4
splacona_cz,693.7,38,kobieta,11,1900,0,208,48,0
splacona_cz,300,77,kobieta,13,1300,1,193,48,0
splacona_cz,200,72,kobieta,13,730,3,561,48,3
splacona,600,65,mężczyzna,13,1217,1,51,48,0
splacona_cz,426.61,49,kobieta,11,2470,5,354,48,2
splacona,200,52,kobieta,99,598,1,3,6,3
splacona_cz,300,54,mężczyzna,11,1700,4,39,48,4
splacona_cz,400,58,kobieta,16,1589,0,27,48,3
splacona,500,57,kobieta,13,1530,0,25,48,0
splacona_cz,400,53,mężczyzna,11,4000,5,10,48,3
splacona_cz,200,20,mężczyzna,17,985,5,13,17,4
splacona_cz,500,70,kobieta,13,729.03,5,257,48,0
splacona_cz,300,57,kobieta,13,611,3,139,48,1
splacona_cz,300,60,mężczyzna,11,3000,5,212,48,3
splacona_cz,600,32,kobieta,11,1290,4,19,48,0
splacona,297.69,63,kobieta,13,1014,0,183,48,9
splacona_cz,600,47,kobieta,12,830.46,3,45,48,4
splacona_cz,300,64,kobieta,16,1132,1,97,48,0
splacona_cz,200,75,kobieta,13,616,4,246,48,0
odmowa,200,34,kobieta,16,793.89,0,203,48,0
splacona_cz,300,21,mężczyzna,12,952.89,0,23,26,0
splacona_cz,300,49,mężczyzna,13,3900,5,30,48,0
splacona_cz,300,65,kobieta,13,1350,3,111,48,0
splacona,200,31,mężczyzna,98,2000,0,14,48,0
splacona_cz,500,60,kobieta,13,936,2,31,48,0
splacona,388.45,43,mężczyzna,98,3178,0,201,48,11
splacona,371.01,44,mężczyzna,12,1952.35,4,4,11,0
splacona_cz,300,57,kobieta,11,1680,4,385,48,2
splacona_cz,600,49,kobieta,11,2800,4,319,48,0
splacona,783.61,63,kobieta,13,860,1,80,48,9
splacona,800,60,mężczyzna,11,1000,4,63,48,0
splacona_cz,400,56,mężczyzna,11,1842.86,3,8,48,1
splacona_cz,300,65,kobieta,13,1210,0,138,48,2
splacona,500,63,kobieta,13,2051,1,138,48,0
splacona_cz,200,24,mężczyzna,12,1000,5,12,25,1
splacona_cz,200,74,kobieta,13,1026,5,247,48,1
splacona_cz,250,51,kobieta,11,1700,4,306,48,5
splacona_cz,600,41,kobieta,98,5000,0,84,48,1
splacona,200,55,kobieta,11,1077,1,183,48,0
splacona,300,45,mężczyzna,12,1375.47,2,7,8,0
splacona_cz,600,55,mężczyzna,16,588,1,422,48,8
splacona_cz,1000,73,kobieta,13,2100,4,55,48,20
splacona_cz,200,52,kobieta,16,685,0,41,48,0
splacona_cz,300,58,kobieta,13,1240,1,70,48,0
splacona_cz,400,61,kobieta,13,1090.14,4,75,48,0
splacona,300,48,kobieta,11,1077.49,4,372,48,9
splacona_cz,200,57,mężczyzna,13,12220,3,71,48,3
splacona_cz,200,68,kobieta,13,1134.96,1,161,48,1
odmowa,400,46,kobieta,11,1333,0,4,48,0
splacona_cz,300,42,kobieta,11,1286.16,1,117,48,0
splacona,200,63,kobieta,16,1389,4,91,48,0
splacona_cz,800,57,mężczyzna,12,2500,3,5,10,0
splacona_cz,378.91,70,kobieta,13,1291.18,5,79,48,0
splacona_cz,200,25,kobieta,17,1200,5,165,48,5
splacona_cz,400,54,kobieta,12,1700,5,55,48,0
odmowa,800,29,mężczyzna,99,2200.33,0,2,2,0
splacona,200,53,kobieta,11,1700,5,205,48,2
splacona_cz,400,30,mężczyzna,11,2700,0,64,48,5
splacona_cz,500,72,mężczyzna,13,1700,4,14,48,0
odmowa,200,59,kobieta,16,639.31,0,417,48,0
splacona_cz,600,47,kobieta,11,1700,4,89,48,6
splacona_cz,300,71,mężczyzna,13,1295.37,0,307,48,0
odmowa,300,61,kobieta,13,1390.98,0,73,48,0
splacona,300,49,mężczyzna,11,1400,0,14,48,9
splacona,300,53,mężczyzna,11,1300,0,452,48,0
splacona,200,30,kobieta,11,1373.34,2,58,48,270
splacona,200,57,kobieta,16,703,4,26,48,0
splacona,1000,42,mężczyzna,11,2258,5,75,48,4
odmowa,300,66,mężczyzna,13,1131.5,0,20,48,0
splacona_cz,200,66,kobieta,13,910,5,70,48,0
splacona_cz,200,26,kobieta,12,1100,1,15,17,4
windykacja_sp,700,37,mężczyzna,12,3000,0,8,10,20
splacona_cz,200,53,mężczyzna,11,2094.17,1,241,48,0
splacona,300,35,kobieta,11,2899.34,1,121,48,0
splacona_cz,200,71,kobieta,13,722.05,4,197,48,0
splacona_cz,515.96,58,kobieta,13,1801.41,0,38,48,6
splacona_cz,1000,61,kobieta,13,1820,0,69,48,0
odmowa,200,61,kobieta,13,855,0,84,48,0
splacona_cz,400,72,mężczyzna,13,1870,0,85,48,0
splacona_cz,500,58,mężczyzna,16,1770,5,89,48,0
windykacja,200,41,kobieta,11,1037.34,0,62,48,4532
windykacja_sp,397.31,60,kobieta,13,1149.06,0,161,48,263
splacona_cz,400,66,kobieta,13,850,4,67,48,3
splacona_cz,200,29,mężczyzna,99,1393.85,3,5,5,4
splacona,300,21,mężczyzna,12,1500,0,6,8,0
splacona,200,66,kobieta,13,1216,5,141,48,75
splacona,300,48,kobieta,98,1357,0,1,48,0
splacona_cz,300,50,mężczyzna,12,1000,2,43,48,0
splacona_cz,300,78,kobieta,13,1239.98,2,255,48,0
splacona_cz,345.97,54,kobieta,11,1721.7,5,120,48,0
splacona_cz,500,36,mężczyzna,11,3898,0,181,48,3
odmowa,800,24,mężczyzna,11,1881,0,36,48,0
splacona_cz,500,62,kobieta,13,1691.3,1,73,48,13
odmowa,200,57,kobieta,16,1825.35,0,105,48,0
splacona_cz,400,59,mężczyzna,13,3900,0,114,48,2
splacona_cz,300,26,mężczyzna,11,1459,2,9,48,7
splacona,200,46,mężczyzna,11,1566.82,1,349,48,0
odmowa,300,39,kobieta,12,476,0,12,14,0
splacona_cz,314.83,35,kobieta,11,2709.34,5,181,48,3
splacona_cz,400,51,mężczyzna,11,1800,1,259,48,0
windykacja,298.74,46,mężczyzna,13,1688.82,3,99,48,4529
splacona_cz,200,72,kobieta,13,785,1,64,48,0
splacona_cz,600,61,kobieta,13,1050,5,139,48,0
splacona_cz,500,44,mężczyzna,12,1952.35,0,4,11,1
splacona_cz,400,48,kobieta,11,980,0,200,48,0
windykacja_sp,370,40,kobieta,11,1087,0,238,48,234
splacona,200,62,kobieta,13,714,0,222,48,0
windykacja,500,33,mężczyzna,11,2261,0,51,48,4529
windykacja,500,35,kobieta,11,1792,0,62,48,4529
splacona_cz,400,44,mężczyzna,12,1963.88,4,6,6,4
splacona_cz,290,61,kobieta,13,1280,5,17,48,0
splacona,250,38,kobieta,11,800.51,0,20,48,1
splacona_cz,300,62,kobieta,13,1525.46,0,36,48,9
odmowa,200,67,kobieta,13,757.1,0,198,48,0
splacona_cz,300,45,mężczyzna,11,2100,0,50,48,0
odmowa,1000,34,mężczyzna,11,3800,0,55,48,0
splacona_cz,200,63,kobieta,16,1600,1,24,48,0
splacona_cz,500,29,kobieta,12,1447,5,22,24,3
splacona_cz,300,61,kobieta,13,2282,1,25,48,0
splacona,399.72,54,kobieta,11,2368.57,3,410,48,15
odmowa,400,58,mężczyzna,12,1106.03,0,17,26,0
odmowa,200,61,kobieta,13,1212,0,199,48,0
odmowa,400,66,kobieta,13,717.96,0,81,48,0
splacona,200,70,kobieta,13,907,3,234,48,2
splacona_cz,200,51,kobieta,11,932.34,5,395,48,0
splacona_cz,300,60,kobieta,13,810,5,33,48,1
splacona,200,40,kobieta,11,2505,1,164,48,0
splacona_cz,200,47,kobieta,11,1493.98,4,361,48,0
splacona_cz,400,56,kobieta,11,1730.13,3,193,48,0
splacona,400,60,kobieta,13,1425,0,79,48,0
splacona,200,73,mężczyzna,13,910.33,4,163,48,0
splacona,300,74,mężczyzna,13,1180,0,140,48,0
splacona,400,35,mężczyzna,98,1256,0,69,48,0
splacona_cz,300,79,kobieta,13,1442.43,0,141,48,0
splacona,200,56,kobieta,17,1100,3,27,33,2
splacona_cz,400,52,kobieta,98,3000,1,85,48,0
splacona_cz,700,37,kobieta,11,3178.76,0,121,48,0
splacona_cz,700,32,kobieta,11,3100,0,121,48,0
splacona_cz,400,75,kobieta,13,1900,1,121,48,1
splacona,600,43,kobieta,11,1443,5,34,48,0
splacona_cz,200,30,mężczyzna,12,1521,1,20,30,0
windykacja_sp,400,59,kobieta,16,1090,0,77,48,294
splacona_cz,500,56,mężczyzna,13,1900,5,150,48,0
splacona_cz,200,27,mężczyzna,17,728,5,100,48,0
splacona_cz,200,53,kobieta,12,984.34,4,18,20,6
splacona,300,66,mężczyzna,13,2110,5,101,48,1
odmowa,800,37,kobieta,11,1682,0,96,48,0
odmowa,200,57,mężczyzna,12,1033.71,0,8,9,0
splacona_cz,500,49,kobieta,11,1800,5,53,48,0
odmowa,300,36,mężczyzna,12,990.59,0,74,48,0
splacona_cz,300,67,mężczyzna,13,1573,0,89,48,12
splacona_cz,200,53,kobieta,99,1100,2,52,48,1
splacona_cz,349.66,64,mężczyzna,13,1601.87,1,45,48,1
splacona_cz,300,57,kobieta,16,634.64,4,136,48,4
splacona_cz,1000,33,kobieta,11,2200,0,37,48,0
splacona,297.86,22,kobieta,12,1634,3,12,15,12
windykacja_sp,500,73,mężczyzna,13,2112,0,98,48,322
splacona_cz,800,61,kobieta,13,5100,0,28,48,0
splacona_cz,250,57,kobieta,16,2100,0,39,48,4
splacona,200,52,mężczyzna,12,1210,0,7,9,14
splacona_cz,300,22,kobieta,12,1500,4,4,5,3
splacona,300,26,kobieta,12,1300,4,8,12,4
splacona_cz,200,60,kobieta,13,1026,4,55,48,3
splacona_cz,700,59,kobieta,13,1400,0,246,48,0
splacona_cz,500,74,kobieta,13,1536,0,36,48,4
splacona_cz,395.77,63,kobieta,13,1668,5,91,48,1
odmowa,300,66,kobieta,13,935,0,132,48,0
splacona_cz,700,58,kobieta,13,1872,5,35,48,3
splacona_cz,500,24,mężczyzna,11,2327.94,1,35,48,5
splacona_cz,200,70,kobieta,13,865,5,128,48,1
splacona_cz,500,35,kobieta,11,2400,4,113,48,3
splacona_cz,300,49,kobieta,11,992.84,5,121,48,0
splacona_cz,200,61,kobieta,13,992.96,1,12,48,0
splacona_cz,300,30,mężczyzna,11,1000,5,57,48,0
splacona_cz,300,54,kobieta,12,1000,0,45,48,0
splacona_cz,300,46,kobieta,98,911,5,98,48,2
splacona_cz,200,31,kobieta,12,1865,2,20,21,11
splacona_cz,500,60,mężczyzna,11,2100,4,187,48,0
splacona_cz,200,61,kobieta,13,984,0,11,48,0
splacona_cz,200,57,kobieta,99,780,1,1,3,0
splacona_cz,500,67,kobieta,13,815,0,144,48,7
splacona_cz,400,35,mężczyzna,11,1058,0,14,48,0
splacona,300,58,kobieta,13,1244.77,5,39,48,14
splacona,416.61,52,mężczyzna,11,2011,0,211,48,0
splacona_cz,300,46,kobieta,12,1038.68,1,21,26,0
splacona,650,78,mężczyzna,13,1519,0,254,48,0
splacona_cz,200,53,kobieta,16,749.28,5,65,48,3
splacona_cz,399.66,39,kobieta,11,1239.05,2,204,48,8
splacona_cz,347.63,61,mężczyzna,13,1500,5,23,48,7
splacona_cz,479.15,61,mężczyzna,11,1250,0,65,48,4
splacona_cz,292.57,54,mężczyzna,11,2100,2,38,48,2
splacona_cz,300,79,kobieta,13,1167.94,0,369,48,1
splacona_cz,275.97,41,kobieta,11,1000,0,61,48,4
odmowa,500,36,mężczyzna,12,2100,0,6,32,0
splacona_cz,500,50,kobieta,17,990,1,72,48,2
splacona,200,39,mężczyzna,11,1300,5,45,48,0
splacona,500,53,mężczyzna,11,2080,1,318,48,2
splacona_cz,200,50,mężczyzna,16,1045,4,199,48,0
splacona_cz,400,65,mężczyzna,16,1473.04,2,165,48,1
splacona_cz,300,71,mężczyzna,13,1426,5,77,48,0
splacona_cz,200,56,kobieta,98,980,4,10,48,0
splacona_cz,299.28,52,kobieta,11,1400,1,161,48,0
splacona,300,45,mężczyzna,12,670,5,9,11,0
splacona_cz,300,46,mężczyzna,11,1360,1,120,48,0
odmowa,400,41,mężczyzna,11,1850,0,30,48,0
splacona_cz,200,26,mężczyzna,12,1100,0,33,48,0
splacona_cz,200,31,kobieta,12,980,5,10,15,1
splacona_cz,300,63,kobieta,13,1100,2,105,48,0
splacona,200,48,kobieta,11,967.64,4,319,48,302
splacona,300,48,mężczyzna,11,1600,0,342,48,10
splacona_cz,400,50,kobieta,12,1000,5,32,34,2
splacona_cz,400,60,mężczyzna,12,1000,5,12,14,2
splacona_cz,582,62,kobieta,13,3700,5,27,48,0
splacona_cz,600,51,kobieta,11,3200,5,54,48,6
odmowa,900,27,mężczyzna,12,1428,0,2,3,0
splacona,300,66,kobieta,13,1031,1,122,48,0
splacona_cz,1000,69,kobieta,13,2291,2,72,48,28
splacona_cz,700,61,kobieta,13,2066,5,130,48,3
splacona_cz,500,61,kobieta,13,1310,1,79,48,0
odmowa,700,19,mężczyzna,12,1036,0,5,9,0
splacona_cz,200,63,mężczyzna,13,1287.66,4,97,48,0
odmowa,500,27,mężczyzna,12,1428,0,2,3,0
splacona_cz,286.39,59,kobieta,13,1658,5,30,48,3
splacona_cz,200,58,kobieta,16,634,4,52,48,0
splacona,600,33,kobieta,11,1540,2,40,48,4
splacona_cz,200,54,kobieta,11,1400,5,118,48,1
splacona_cz,200,63,kobieta,13,1233,4,124,48,0
splacona,200,57,kobieta,11,983.97,3,79,48,10
splacona_cz,250,42,kobieta,99,2290.55,2,19,20,0
splacona_cz,286.13,46,kobieta,12,1032,5,39,40,0
splacona,200,73,kobieta,13,866.46,2,196,48,4
splacona_cz,200,37,kobieta,12,599.03,4,20,21,8
splacona_cz,700,61,kobieta,13,1977,3,56,48,18
splacona_cz,200,65,kobieta,13,670,1,67,48,7
odmowa,200,58,kobieta,13,976.76,0,41,48,0
odmowa,600,64,mężczyzna,16,533.37,0,102,48,0
splacona_cz,200,68,kobieta,13,803.86,5,159,48,0
splacona_cz,300,71,mężczyzna,13,562,1,82,48,5
splacona,200,74,kobieta,13,1026,5,248,48,0
splacona_cz,300,46,kobieta,11,900,5,94,48,2
splacona_cz,800,55,kobieta,13,3440,5,52,48,2
splacona,300,50,mężczyzna,16,2150,0,82,48,0
splacona_cz,400,60,kobieta,13,1500,1,61,48,0
splacona,200,58,kobieta,13,1083.23,0,98,48,3
odmowa,500,44,mężczyzna,11,1700,0,310,48,0
splacona_cz,300,77,kobieta,13,1300,2,194,48,0
odmowa,500,31,mężczyzna,99,1807,0,0,11,0
splacona_cz,500,62,kobieta,13,962,1,66,48,12
splacona_cz,300,55,kobieta,11,2800,0,10,48,0
odmowa,1000,28,mężczyzna,11,1629,0,50,48,0
splacona_cz,465.37,35,kobieta,98,4000,5,20,48,9
splacona_cz,500,35,mężczyzna,11,1850,0,56,48,3
splacona_cz,600,55,kobieta,16,2300,6,64,48,0
splacona_cz,600,27,kobieta,11,2100,0,24,48,0
splacona_cz,1000,41,kobieta,98,6000,1,18,48,0
splacona,300,70,mężczyzna,13,1420,1,54,48,0
splacona_cz,200,45,kobieta,11,1344.9,4,47,48,2
splacona,200.56,60,kobieta,13,1107,0,16,48,0
splacona_cz,300,71,mężczyzna,13,1772.53,2,281,48,2
splacona_cz,400,34,kobieta,11,980.11,2,46,48,8
splacona_cz,622.85,65,mężczyzna,13,3040,1,202,48,0
splacona_cz,300,70,kobieta,16,1235,0,34,48,0
splacona_cz,300,62,mężczyzna,15,1100.79,0,91,48,0
splacona_cz,200,62,mężczyzna,13,1162,5,222,48,0
splacona_cz,200,60,kobieta,13,1635,5,121,48,0
splacona,300,63,kobieta,13,917,3,77,48,4
splacona,300,68,kobieta,13,1019,0,134,48,0
splacona_cz,400,60,kobieta,16,1411,2,67,48,1
splacona_cz,284.19,38,kobieta,98,1200,5,47,48,0
splacona_cz,996,47,mężczyzna,11,2500,1,205,48,1
splacona,300,29,mężczyzna,12,1800,0,5,6,0
splacona_cz,300,54,kobieta,16,1500,0,3,48,0
splacona_cz,800,68,kobieta,13,2120,0,120,48,0
splacona_cz,300,43,kobieta,11,1738.57,0,58,48,3
windykacja,300,51,mężczyzna,12,1030,0,10,48,4515
splacona_cz,300,54,kobieta,11,2800,5,61,48,0
splacona_cz,1000,62,mężczyzna,13,2474,0,16,48,2
splacona_cz,530,32,mężczyzna,11,2050,0,119,48,7
splacona_cz,300,70,kobieta,13,1000,2,65,48,0
splacona_cz,200,43,mężczyzna,11,2284.23,0,301,48,0
windykacja,400,58,mężczyzna,13,2031,0,159,48,4513
splacona_cz,200,72,mężczyzna,13,1700,0,15,48,7
splacona,400,51,mężczyzna,98,4293,0,179,48,0
splacona,200,53,kobieta,11,3641,0,144,48,0
splacona_cz,399.72,62,kobieta,13,714,6,223,48,0
splacona,250,75,kobieta,13,1000,0,212,48,0
splacona_cz,460,65,kobieta,13,1013.74,5,114,48,1
splacona_cz,400,64,kobieta,13,840,3,114,48,2
splacona,800,57,kobieta,13,1530,0,26,48,0
splacona_cz,495.15,38,mężczyzna,11,2470,2,67,48,5
splacona_cz,500,49,kobieta,11,2500,1,234,48,0
splacona,200,39,kobieta,12,1048.27,0,4,19,4
splacona,200,62,mężczyzna,16,1313.41,5,29,48,229
splacona_cz,350,61,mężczyzna,16,837,4,232,48,0
splacona_cz,400,58,kobieta,11,1500,4,86,48,0
splacona_cz,1000,33,kobieta,11,2200,1,38,48,0
odmowa,800,32,mężczyzna,12,1900,0,8,11,0
odmowa,400,46,kobieta,12,1250,0,49,48,0
splacona,300,44,mężczyzna,11,3300,2,238,48,0
odmowa,300,75,mężczyzna,13,1129.46,0,187,48,0
splacona_cz,315.49,73,mężczyzna,13,960,5,141,48,0
splacona_cz,423.23,31,mężczyzna,11,2700,5,16,48,7
splacona,365.96,47,mężczyzna,12,1574.45,4,32,35,6
windykacja,350,56,kobieta,17,547.89,2,57,48,4511
splacona_cz,300,68,kobieta,13,1027,1,193,48,0
windykacja,799.85,33,kobieta,11,2050,1,30,48,4511
splacona,400,57,kobieta,13,1817.24,4,19,48,3
splacona,407.31,68,kobieta,16,980,5,132,48,0
splacona_cz,593.94,52,mężczyzna,11,3200,5,190,48,0
splacona,300,33,kobieta,11,2200,0,12,48,0
splacona_cz,550,54,kobieta,12,1675,5,10,11,3
splacona_cz,300,63,kobieta,16,1389,0,92,48,0
splacona_cz,900,58,kobieta,17,684,5,191,48,0
splacona_cz,200,55,mężczyzna,11,1460.17,2,62,48,1
splacona_cz,670,63,kobieta,13,930,2,95,48,0
splacona_cz,235.97,65,mężczyzna,12,1100,5,23,36,0
splacona_cz,450,70,kobieta,13,729.03,6,258,48,0
odmowa,500,27,mężczyzna,12,1883,0,30,37,0
splacona,700,65,kobieta,13,930,6,132,48,0
splacona_cz,200,61,kobieta,13,975,5,28,48,0
splacona_cz,399.72,47,mężczyzna,12,600,6,10,27,0
splacona_cz,500,53,mężczyzna,11,1320,5,343,48,0
splacona_cz,389.72,61,kobieta,13,1170,4,79,48,0
splacona_cz,200,31,kobieta,12,1032.34,5,6,11,11
splacona_cz,200,69,kobieta,16,959.6,5,116,48,5
splacona_cz,200,67,kobieta,13,720.19,3,94,48,0
splacona_cz,500,60,kobieta,13,1212,5,55,48,0
splacona,200,53,kobieta,16,1740,2,115,48,0
splacona_cz,693.7,38,kobieta,11,1900,1,209,48,3
splacona,400,62,kobieta,13,1474.55,4,66,48,6
splacona_cz,400,53,kobieta,13,1213,0,51,48,2
splacona_cz,339.72,54,kobieta,16,1045.6,6,13,48,0
splacona_cz,300,33,mężczyzna,11,1800,5,166,48,2
splacona_cz,300,39,kobieta,12,1027,5,10,48,0
splacona_cz,400,59,mężczyzna,11,2000,0,71,48,0
splacona_cz,200,61,kobieta,13,997,5,80,48,0
splacona,200,55,kobieta,12,1350,5,23,24,2
splacona_cz,265.58,62,kobieta,13,1189,5,71,48,0
splacona_cz,563.44,68,mężczyzna,13,2000,0,46,48,10
splacona_cz,1000,47,kobieta,11,5800,5,55,48,2
splacona_cz,500,61,kobieta,13,1362,5,57,48,1
splacona_cz,800,35,mężczyzna,12,1500,2,34,35,1
windykacja,500,44,kobieta,11,2105,0,24,48,4506
splacona_cz,300,64,kobieta,16,1132,2,98,48,13
splacona_cz,300,71,mężczyzna,13,1295.37,1,308,48,0
splacona_cz,300,60,kobieta,13,936,3,32,48,0
splacona_cz,375.81,29,mężczyzna,11,1888.27,0,78,48,3
splacona_cz,600,32,kobieta,11,1290,5,20,48,5
splacona,426.61,49,kobieta,11,2470,6,355,48,0
splacona_cz,200,75,kobieta,13,616,5,247,48,3
splacona_cz,600,49,kobieta,11,2800,5,320,48,1
odmowa,600,29,mężczyzna,11,1900,0,59,48,0
splacona,500,72,kobieta,13,640,2,140,48,0
splacona_cz,400,66,kobieta,13,1137.19,5,97,48,0
splacona_cz,200,56,kobieta,11,1172.2,5,38,48,0
splacona_cz,500,73,kobieta,13,951,5,163,48,15
splacona,500,42,mężczyzna,98,3014,0,103,48,6
splacona,2500,72,mężczyzna,13,2612,0,83,48,0
splacona_cz,300,49,mężczyzna,13,3900,6,31,48,0
splacona_cz,450,69,kobieta,13,1800,0,118,48,0
splacona,250,54,kobieta,17,864.6,1,3,7,0
splacona_cz,300,35,kobieta,12,1200,5,10,14,0
windykacja_sp,441.27,40,kobieta,12,660,5,13,38,6
splacona_cz,283.31,52,kobieta,12,1050,4,35,36,0
splacona_cz,400,51,mężczyzna,11,1400,0,40,48,9
splacona_cz,250,65,mężczyzna,13,1559,0,72,48,0
splacona_cz,300,21,mężczyzna,12,952.89,1,24,26,8
splacona_cz,357.31,40,mężczyzna,11,1261.98,5,37,48,1
splacona_cz,500,70,kobieta,13,1200,5,120,48,6
splacona_cz,412.88,38,kobieta,11,2927,4,202,48,5
splacona_cz,242.28,65,kobieta,13,1350,4,112,48,1
splacona_cz,300,57,kobieta,13,611,4,140,48,1
odmowa,500,64,kobieta,13,900,0,135,48,0
splacona_cz,200,72,kobieta,13,730,4,562,48,0
splacona,200,74,kobieta,13,1026,6,248,48,0
odmowa,200,53,kobieta,13,968,0,82,48,0
splacona_cz,400,53,mężczyzna,11,4000,6,11,48,0
splacona,300,62,kobieta,13,1130,5,104,48,0
splacona,400,58,kobieta,16,1589,1,28,48,15
splacona_cz,600,54,kobieta,11,1300,0,69,48,6
odmowa,200,33,mężczyzna,12,1386,0,39,41,0
splacona_cz,600,43,kobieta,11,1443,0,35,48,1
splacona_cz,1654.61,48,mężczyzna,11,2353,0,100,48,15
splacona_cz,400,56,mężczyzna,11,1842.86,4,9,48,0
splacona,500,48,kobieta,98,1357,0,2,48,0
splacona,200,24,mężczyzna,12,1000,6,13,25,0
splacona,600,46,mężczyzna,11,2000,0,52,48,0
splacona_cz,400,61,kobieta,13,1090.14,5,76,48,4
